name,age,gender,income,state,marital_status,education,employment_status,household_size,owns_home
sdv-id-PJNsCe,62,M,25672,Ohio,single,bachelor,retired,5,True
sdv-id-nxPmIN,40,F,25672,South Carolina,married,high_school,retired,5,False
sdv-id-Ybtkdz,18,F,27999,Maryland,widowed,high_school,retired,2,True
sdv-id-EEPUdL,27,M,39901,Mississippi,married,master,unemployed,6,True
sdv-id-GYaOZL,27,M,25672,New York,widowed,other,retired,6,False
sdv-id-sQjnnS,18,F,146530,Oregon,widowed,master,unemployed,6,False
sdv-id-iihxhG,19,M,31661,Maryland,married,bachelor,self_employed,1,True
sdv-id-LqAwYr,67,F,51252,Michigan,widowed,phd,self_employed,1,False
sdv-id-giDxpI,32,F,148682,Rhode Island,divorced,phd,employed,1,True
sdv-id-rXKTXU,18,M,106538,Louisiana,married,master,self_employed,5,False
sdv-id-kDAfzk,18,F,84092,New York,divorced,master,retired,5,False
sdv-id-IaWvlo,39,F,61707,New Jersey,widowed,master,retired,6,True
sdv-id-qFaudz,54,M,25672,Mississippi,married,high_school,retired,1,True
sdv-id-ZJbnns,18,M,138011,Idaho,married,phd,retired,3,True
sdv-id-EysmzY,54,F,25672,Florida,married,phd,self_employed,6,True
sdv-id-bhhcLv,18,F,29732,Georgia,married,master,retired,5,False
sdv-id-hAYlbb,20,F,88548,Virginia,widowed,bachelor,employed,5,False
sdv-id-WCNTfw,67,F,54382,Alabama,married,high_school,unemployed,3,False
sdv-id-EAvCif,18,M,25672,Kentucky,widowed,phd,employed,1,False
sdv-id-AdjwVd,44,F,90000,Missouri,single,bachelor,retired,1,False
sdv-id-accRNI,48,M,58455,Colorado,divorced,other,retired,4,True
sdv-id-OLkrIm,18,M,67173,Ohio,widowed,master,self_employed,6,False
sdv-id-vsIPuh,51,M,31706,New Hampshire,widowed,other,employed,1,True
sdv-id-fRcxMi,18,F,25672,Louisiana,widowed,other,employed,6,False
sdv-id-iTKBIW,18,M,47442,Nebraska,single,master,employed,5,True
sdv-id-PLzeZm,30,F,25672,Alabama,married,bachelor,retired,2,True
sdv-id-tTUyNx,48,F,25672,Vermont,widowed,high_school,unemployed,6,True
sdv-id-GzvWzP,56,F,25672,Washington,divorced,bachelor,self_employed,4,True
sdv-id-vNrMdf,21,M,25672,Ohio,single,bachelor,self_employed,5,False
sdv-id-XirCQd,58,M,58222,Indiana,single,master,self_employed,6,False
sdv-id-gETUUC,29,F,63645,Vermont,widowed,bachelor,employed,4,False
sdv-id-mTZrWU,33,F,25672,New Mexico,widowed,master,employed,2,True
sdv-id-lHNWGt,38,F,110990,Ohio,married,master,retired,4,False
sdv-id-nWOxJj,35,F,47476,New Mexico,single,bachelor,retired,5,False
sdv-id-QHhNhI,41,F,42102,South Carolina,widowed,bachelor,employed,1,False
sdv-id-FOIyVC,49,M,41194,Vermont,widowed,phd,self_employed,6,False
sdv-id-pxYpLM,62,F,25672,Idaho,divorced,phd,retired,1,False
sdv-id-OKkGNC,51,M,25672,Vermont,married,master,retired,5,True
sdv-id-rPfkme,18,F,88209,Mississippi,married,high_school,unemployed,2,False
sdv-id-XzHvac,18,M,41939,Illinois,single,other,employed,1,True
sdv-id-DPLcdD,23,M,59772,South Dakota,married,other,unemployed,3,True
sdv-id-mOZqzx,18,F,25672,Oklahoma,widowed,master,employed,1,True
sdv-id-zlKfKG,54,M,88954,North Dakota,divorced,high_school,self_employed,5,True
sdv-id-ZyocpZ,68,F,51635,New Jersey,married,phd,self_employed,3,True
sdv-id-PpwKDt,78,F,73149,Nebraska,married,high_school,retired,4,False
sdv-id-wfpLcU,21,M,25672,Alabama,widowed,master,retired,5,True
sdv-id-ObnUpg,18,M,98299,South Dakota,divorced,other,retired,6,True
sdv-id-rbHzGC,78,F,114454,Iowa,single,bachelor,retired,2,True
sdv-id-yURmdN,45,M,33226,New Jersey,divorced,other,unemployed,2,True
sdv-id-TDzCLv,36,M,88438,Massachusetts,married,phd,employed,4,True
sdv-id-PgvLaD,18,M,42642,Michigan,married,master,retired,2,False
sdv-id-ISPfPl,39,F,68150,Kentucky,single,phd,retired,2,True
sdv-id-ojyWtc,43,M,25672,North Dakota,divorced,other,retired,4,False
sdv-id-YNutOH,50,F,35124,Connecticut,widowed,other,retired,3,False
sdv-id-KrvREp,18,M,25672,Utah,single,master,retired,1,True
sdv-id-EGdFvR,18,F,25672,Louisiana,widowed,master,self_employed,2,False
sdv-id-DfTyef,32,M,178449,North Dakota,married,bachelor,self_employed,5,False
sdv-id-QIvldr,62,F,31744,Arizona,single,high_school,self_employed,1,True
sdv-id-NFptUb,18,M,25672,Utah,widowed,other,unemployed,1,True
sdv-id-Klpzwn,62,M,30873,Mississippi,married,master,retired,6,True
sdv-id-mgEdCu,18,M,25672,Alabama,divorced,other,self_employed,4,False
sdv-id-VgWuHg,68,M,72921,Massachusetts,married,phd,employed,5,False
sdv-id-aHMSlM,80,M,81032,Pennsylvania,single,master,retired,2,False
sdv-id-rqMhoz,48,F,54851,Texas,single,phd,retired,5,True
sdv-id-jofCKG,18,F,152138,Arkansas,divorced,high_school,retired,6,True
sdv-id-obwOic,18,M,85959,Maryland,single,bachelor,self_employed,4,False
sdv-id-Kvibhx,43,F,72346,California,widowed,bachelor,self_employed,5,False
sdv-id-JXbAWU,32,M,82927,Rhode Island,married,phd,employed,5,False
sdv-id-bcKHAW,18,F,97601,Louisiana,divorced,bachelor,retired,5,False
sdv-id-XvdhQl,18,F,25672,Illinois,married,other,self_employed,1,True
sdv-id-SDIkZR,64,M,84767,South Dakota,widowed,master,self_employed,6,False
sdv-id-XTASWu,42,F,72027,Washington,divorced,bachelor,self_employed,6,False
sdv-id-MfWcfn,18,M,42269,Mississippi,widowed,master,self_employed,5,False
sdv-id-IsPJSS,31,F,104935,Delaware,divorced,master,employed,5,False
sdv-id-Dltvga,49,M,28597,Nebraska,married,master,retired,1,False
sdv-id-jgpCWU,18,F,161229,California,single,phd,unemployed,4,False
sdv-id-VzgzWI,73,M,25672,Hawaii,widowed,master,unemployed,2,False
sdv-id-UNkEbE,34,M,50866,Oklahoma,single,high_school,employed,6,False
sdv-id-mAJKIV,32,M,25672,Kentucky,single,phd,self_employed,5,True
sdv-id-JpjfhX,22,F,57053,Indiana,divorced,bachelor,self_employed,4,False
sdv-id-oXIJFO,46,M,26322,Arkansas,married,high_school,self_employed,2,True
sdv-id-WDjnws,43,M,80607,Arizona,divorced,phd,self_employed,5,True
sdv-id-nRRUOM,38,F,72345,Washington,divorced,other,retired,2,False
sdv-id-PHwCYu,80,M,53172,Oregon,divorced,other,retired,6,True
sdv-id-xqtvPG,47,M,95638,Oklahoma,married,high_school,employed,5,False
sdv-id-jvWZOd,18,M,28711,Illinois,married,phd,retired,5,True
sdv-id-AzKMAF,43,F,26428,Connecticut,widowed,master,self_employed,1,False
sdv-id-Rvrkvk,26,M,25672,Nebraska,single,master,self_employed,6,False
sdv-id-isTwKs,24,F,75020,Delaware,widowed,phd,retired,1,True
sdv-id-wGxDfE,35,M,25672,Tennessee,single,other,self_employed,5,False
sdv-id-saBtiE,49,F,30379,Virginia,single,other,self_employed,1,False
sdv-id-OPBgWP,19,M,100308,Connecticut,widowed,high_school,self_employed,3,False
sdv-id-kfwVds,59,M,78659,North Carolina,married,high_school,unemployed,3,True
sdv-id-fOnmwU,18,M,33101,Arizona,divorced,master,self_employed,2,True
sdv-id-eqdtyf,57,M,48293,Missouri,single,bachelor,employed,6,False
sdv-id-ySMwRH,45,M,82721,Massachusetts,widowed,other,self_employed,5,True
sdv-id-XFMaka,40,M,25672,Wyoming,divorced,other,unemployed,1,False
sdv-id-WzhKMI,45,F,25672,Oregon,divorced,master,self_employed,2,False
sdv-id-qFHaer,43,M,109410,Alaska,divorced,master,retired,3,False
sdv-id-bsBAsU,78,M,25672,Rhode Island,divorced,phd,retired,4,False
sdv-id-SJpriF,36,M,114900,New York,widowed,master,employed,4,False
sdv-id-ePXCqT,45,F,25672,California,divorced,bachelor,unemployed,2,False
sdv-id-uIJtwY,68,M,25672,Arkansas,widowed,bachelor,retired,2,True
sdv-id-OnKLXH,30,F,25672,Arkansas,single,high_school,employed,6,False
sdv-id-twpzrT,18,M,25672,Tennessee,widowed,master,employed,5,False
sdv-id-gUiUxF,42,M,30784,Maine,married,other,retired,4,False
sdv-id-iCYaOQ,18,M,86526,Iowa,divorced,other,employed,5,True
sdv-id-lGicHn,35,F,25672,Kentucky,divorced,phd,unemployed,4,True
sdv-id-cPZAoP,36,M,25672,New Hampshire,married,bachelor,retired,6,False
sdv-id-srqpIl,45,F,33141,Kansas,widowed,other,self_employed,4,False
sdv-id-OaXYPA,43,F,25672,Massachusetts,married,phd,unemployed,3,True
sdv-id-GnRpwZ,60,M,82028,Georgia,divorced,bachelor,employed,4,False
sdv-id-mNxgdw,63,F,34657,Hawaii,single,master,self_employed,2,False
sdv-id-UFdCOq,45,F,30706,Massachusetts,widowed,phd,unemployed,5,False
sdv-id-BKdbhq,18,M,25672,Idaho,widowed,phd,employed,6,False
sdv-id-tDpWMQ,47,M,115786,Alaska,married,master,employed,3,False
sdv-id-aIQDht,68,F,45381,Massachusetts,married,phd,employed,4,True
sdv-id-OwKvwj,46,F,151678,New Jersey,widowed,phd,self_employed,1,True
sdv-id-CneNTD,38,M,83123,New Mexico,widowed,phd,employed,3,False
sdv-id-FekTvX,18,F,25672,Ohio,single,other,retired,2,False
sdv-id-rcDJyA,41,M,43201,Illinois,divorced,phd,employed,2,True
sdv-id-pCYuHc,34,M,136048,North Carolina,single,phd,unemployed,3,False
sdv-id-yBiabo,49,F,48380,Massachusetts,divorced,other,unemployed,4,True
sdv-id-aTeIXY,48,F,25672,Nevada,single,bachelor,employed,4,False
sdv-id-GtLYvO,44,M,62366,Kentucky,married,phd,self_employed,4,True
sdv-id-DBKZvN,43,F,28357,Utah,widowed,other,unemployed,6,True
sdv-id-YImqGv,18,F,25672,Maryland,single,master,employed,3,True
sdv-id-YIaCUq,18,M,100515,Massachusetts,widowed,master,employed,1,False
sdv-id-OhCiJG,31,F,64791,Vermont,married,phd,employed,4,False
sdv-id-qiDNZz,26,M,25672,Tennessee,widowed,bachelor,self_employed,6,True
sdv-id-aVDcpH,66,F,95727,Tennessee,single,other,unemployed,4,False
sdv-id-jUAcAC,18,M,25672,North Carolina,married,bachelor,retired,1,False
sdv-id-VCpXAx,39,F,59869,North Carolina,single,high_school,self_employed,2,True
sdv-id-KjDWLd,19,F,121809,Montana,divorced,high_school,self_employed,5,True
sdv-id-OLRFAG,19,M,51629,Oregon,married,other,unemployed,2,True
sdv-id-ZSqwKE,34,M,30682,Indiana,married,master,unemployed,4,False
sdv-id-jxRclv,34,M,25672,Alaska,single,phd,employed,4,False
sdv-id-SpVpiX,51,M,27576,Virginia,widowed,master,retired,3,True
sdv-id-GjHKcT,41,M,83577,Connecticut,married,other,employed,4,False
sdv-id-zkifKp,63,F,178449,Hawaii,married,bachelor,employed,1,False
sdv-id-dQwNlB,18,M,32752,Oregon,widowed,phd,unemployed,5,False
sdv-id-apULav,59,F,25672,Vermont,widowed,other,employed,1,False
sdv-id-GexkjV,46,M,67631,Missouri,single,master,unemployed,1,False
sdv-id-ppDphR,49,F,104780,North Dakota,single,master,unemployed,4,False
sdv-id-UmFXTH,24,M,164275,Indiana,married,phd,employed,1,False
sdv-id-SrJYhu,18,F,96525,Colorado,married,bachelor,retired,5,True
sdv-id-ReFdua,69,M,25672,Kansas,single,bachelor,retired,2,False
sdv-id-GWvKuV,55,F,82706,Kentucky,married,high_school,employed,5,False
sdv-id-typNSX,68,M,39776,North Dakota,divorced,high_school,retired,4,False
sdv-id-ozPaou,48,M,25672,Iowa,married,master,employed,6,False
sdv-id-ymFBmr,53,M,175505,North Dakota,widowed,phd,employed,4,False
sdv-id-ypRACD,18,F,25672,California,married,other,retired,2,False
sdv-id-dYrQVS,31,F,76189,Idaho,widowed,other,retired,2,True
sdv-id-oCTuPx,36,F,25672,Wyoming,divorced,master,retired,4,True
sdv-id-svtixI,43,F,40745,Louisiana,divorced,phd,retired,3,False
sdv-id-wOEEXW,38,M,178449,Idaho,married,phd,self_employed,5,False
sdv-id-WKvEIM,35,M,25672,Arkansas,single,high_school,employed,1,False
sdv-id-hdtQMt,53,M,25672,Wisconsin,divorced,high_school,unemployed,6,False
sdv-id-gIxouT,21,M,87641,Kansas,divorced,bachelor,employed,5,False
sdv-id-TnoYSa,54,M,47117,Pennsylvania,widowed,other,self_employed,4,False
sdv-id-BncWYO,48,F,117142,Virginia,single,bachelor,retired,1,True
sdv-id-ceQqgF,30,F,62488,Ohio,married,bachelor,employed,5,False
sdv-id-KJfGfS,18,M,178449,Delaware,single,master,employed,1,True
sdv-id-Jcjomw,41,F,25672,Florida,married,high_school,retired,5,True
sdv-id-cAHTCo,42,M,34551,Arkansas,widowed,other,employed,4,True
sdv-id-EeJgrY,18,F,97513,Tennessee,married,high_school,self_employed,3,False
sdv-id-FpptbI,18,M,74224,Nevada,married,phd,retired,6,True
sdv-id-ZPcpol,18,M,52110,West Virginia,widowed,phd,self_employed,2,True
sdv-id-febjEe,55,F,45441,Iowa,divorced,phd,unemployed,3,False
sdv-id-ILPApn,35,F,87187,West Virginia,widowed,other,unemployed,3,False
sdv-id-mGsnYZ,62,F,33336,Wisconsin,divorced,bachelor,unemployed,3,False
sdv-id-aBCOUY,35,F,25672,Washington,divorced,phd,retired,5,False
sdv-id-CBGevl,59,M,25672,North Dakota,widowed,master,retired,5,True
sdv-id-EmvXQG,36,M,34337,Florida,widowed,other,self_employed,5,True
sdv-id-VJKVcF,80,M,25672,Alaska,divorced,phd,self_employed,3,False
sdv-id-jltueY,35,F,173366,Utah,married,master,retired,3,False
sdv-id-VKvFCW,42,F,25672,Alabama,married,master,employed,6,False
sdv-id-daJNKI,42,F,43036,Utah,married,phd,self_employed,5,False
sdv-id-KIFPko,53,F,25672,Oklahoma,single,bachelor,employed,6,False
sdv-id-dJfWVU,18,F,44635,Vermont,widowed,master,self_employed,5,False
sdv-id-TUmfEE,34,M,25672,Virginia,married,other,self_employed,4,False
sdv-id-tbEIiL,58,F,52142,Wyoming,married,master,employed,1,True
sdv-id-XKSNcn,18,F,154590,Colorado,single,phd,employed,4,True
sdv-id-OxYMmC,18,M,27832,South Carolina,divorced,phd,unemployed,6,False
sdv-id-vCMETi,32,M,25672,North Carolina,married,master,self_employed,1,False
sdv-id-qHAjyr,18,F,25672,Vermont,divorced,other,retired,2,False
sdv-id-pIVEal,18,F,25672,Vermont,widowed,master,retired,5,False
sdv-id-KtrByv,18,F,25672,Florida,divorced,bachelor,employed,3,False
sdv-id-pbiCMB,18,M,87621,Connecticut,widowed,other,employed,3,False
sdv-id-zwqkCO,64,F,29041,Louisiana,widowed,master,self_employed,4,False
sdv-id-LYejKp,63,F,25672,Arizona,widowed,phd,employed,1,False
sdv-id-UjeQPC,54,M,25672,Texas,widowed,phd,retired,3,False
sdv-id-JLpclw,18,F,25672,Washington,married,bachelor,employed,4,False
sdv-id-iSQrxc,41,M,25672,Tennessee,widowed,bachelor,unemployed,1,False
sdv-id-CytVbo,40,M,65358,Missouri,married,high_school,unemployed,2,False
sdv-id-AYnADy,50,M,92329,Georgia,widowed,bachelor,retired,3,False
sdv-id-WPgiJM,56,F,80547,Illinois,married,other,unemployed,5,True
sdv-id-mXRnZv,47,F,43670,Alaska,widowed,other,employed,5,False
sdv-id-hnjBMW,38,M,83301,Alabama,married,other,unemployed,3,False
sdv-id-sOICgH,60,M,91602,Texas,widowed,bachelor,unemployed,3,True
sdv-id-qPoxnS,25,F,62055,Florida,widowed,phd,retired,3,False
sdv-id-vZbRta,33,F,25672,Delaware,married,high_school,unemployed,5,False
sdv-id-LdoEkg,49,F,25672,New Mexico,married,master,unemployed,4,False
sdv-id-NNknhG,80,M,25672,Louisiana,divorced,master,self_employed,2,True
sdv-id-mkgQKb,51,M,25672,Ohio,widowed,high_school,retired,1,True
sdv-id-AqcFbz,48,F,81658,Colorado,married,bachelor,unemployed,1,True
sdv-id-YLbWGp,56,F,59707,Missouri,single,phd,unemployed,2,True
sdv-id-jITsUf,43,M,76957,Arizona,married,bachelor,retired,1,True
sdv-id-bmeLQk,66,F,60065,Tennessee,married,other,unemployed,6,True
sdv-id-Irehwg,24,F,25672,Maryland,single,master,self_employed,6,False
sdv-id-rMGNEa,80,F,41428,Wisconsin,widowed,bachelor,retired,1,True
sdv-id-YdOgpX,71,M,53773,Mississippi,widowed,master,employed,4,True
sdv-id-oNfVly,18,M,25672,South Dakota,divorced,bachelor,employed,1,False
sdv-id-tNFzVU,20,M,25672,South Dakota,single,bachelor,unemployed,3,True
sdv-id-UwmHLR,62,F,85503,Delaware,married,other,self_employed,1,False
sdv-id-KXFWOv,51,F,25672,Maryland,single,bachelor,employed,2,False
sdv-id-RwuPwJ,53,F,26820,Minnesota,widowed,high_school,unemployed,5,False
sdv-id-BwVDag,18,F,178449,Arizona,single,other,retired,1,True
sdv-id-EyTkeu,47,F,130293,Pennsylvania,widowed,bachelor,employed,6,False
sdv-id-JpYmQa,49,F,25672,Alabama,married,bachelor,retired,1,False
sdv-id-LfAjoz,18,F,25672,Georgia,married,phd,employed,4,False
sdv-id-cqkLKl,69,F,25672,Wisconsin,widowed,master,employed,5,True
sdv-id-tAWUtJ,52,F,25672,Ohio,divorced,high_school,employed,1,False
sdv-id-gknSXg,25,F,110106,North Carolina,married,other,employed,5,False
sdv-id-QmXiAO,18,M,33064,Maryland,divorced,bachelor,employed,5,False
sdv-id-GCHwif,29,F,123919,Iowa,married,master,employed,4,False
sdv-id-MPnABR,22,F,25672,Utah,divorced,bachelor,retired,5,False
sdv-id-soYVgV,34,F,25672,Nebraska,divorced,master,retired,2,True
sdv-id-ZuSFtc,18,F,53179,Ohio,single,master,employed,2,False
sdv-id-JXpauz,30,F,25672,New Mexico,widowed,master,employed,1,False
sdv-id-JfoShZ,42,M,58904,Alabama,single,bachelor,employed,4,False
sdv-id-iprmli,26,M,25672,Maryland,divorced,other,self_employed,4,True
sdv-id-qqCNkU,30,F,79161,Delaware,widowed,phd,unemployed,1,True
sdv-id-VDjHkT,61,M,57552,Delaware,single,master,retired,6,True
sdv-id-LhbuzY,18,M,33926,North Dakota,widowed,bachelor,employed,5,False
sdv-id-HEwWHN,55,M,53909,Arizona,divorced,other,employed,6,False
sdv-id-CafXFW,28,F,25672,Maryland,divorced,phd,self_employed,4,True
sdv-id-QPInbo,34,F,25672,Nebraska,divorced,master,self_employed,5,True
sdv-id-MIJyMU,40,F,38590,Montana,widowed,high_school,retired,5,True
sdv-id-SqYNsK,18,F,168659,Alabama,married,bachelor,self_employed,5,False
sdv-id-ursTzJ,37,M,25672,Vermont,divorced,high_school,employed,2,False
sdv-id-hHdQjp,60,M,25672,Arkansas,single,phd,retired,6,True
sdv-id-UdioKX,18,M,25672,Vermont,divorced,master,unemployed,2,False
sdv-id-tmOKYy,56,M,34790,Georgia,divorced,master,retired,3,False
sdv-id-cklDWI,23,F,31017,Illinois,widowed,high_school,employed,2,False
sdv-id-JRvtRt,72,F,73198,Vermont,single,high_school,employed,6,False
sdv-id-otBxcK,23,F,33225,New Mexico,widowed,master,retired,4,False
sdv-id-esAcqT,80,F,25672,Kentucky,married,other,retired,6,False
sdv-id-DYmiFn,18,F,41158,Utah,single,bachelor,employed,6,True
sdv-id-rxBcVH,18,F,32331,Nevada,widowed,master,employed,5,False
sdv-id-YqTQYc,69,F,25672,Nebraska,married,master,unemployed,1,False
sdv-id-BXimMZ,18,F,90445,Wyoming,single,other,unemployed,3,True
sdv-id-hSManW,46,F,48952,Louisiana,single,master,retired,4,False
sdv-id-guZJSn,38,M,25672,Alabama,single,high_school,self_employed,5,False
sdv-id-yRdTyx,46,M,63882,Hawaii,divorced,other,retired,3,True
sdv-id-fGHGWj,31,F,25672,Oklahoma,widowed,phd,retired,3,False
sdv-id-FANCac,47,M,25672,Kentucky,widowed,bachelor,employed,4,False
sdv-id-vdGuey,18,F,92842,Idaho,widowed,master,retired,4,False
sdv-id-YoPBsE,40,F,151762,Hawaii,widowed,other,self_employed,1,False
sdv-id-KdwwKE,21,M,46279,Virginia,divorced,high_school,retired,6,False
sdv-id-ZaCoRm,52,M,31806,South Dakota,single,bachelor,unemployed,1,False
sdv-id-cHZeoW,18,F,50684,Nebraska,single,phd,retired,4,False
sdv-id-XIVzuG,63,F,50226,Nebraska,divorced,bachelor,unemployed,2,False
sdv-id-sAwVdw,53,M,134797,Hawaii,single,bachelor,unemployed,5,False
sdv-id-XuQjHa,22,M,25672,Ohio,divorced,phd,employed,6,False
sdv-id-aezzFm,56,F,121126,Minnesota,single,high_school,employed,2,False
sdv-id-picZDl,18,F,55628,Rhode Island,widowed,high_school,employed,4,False
sdv-id-CzhcJJ,30,M,77264,Michigan,married,high_school,unemployed,4,True
sdv-id-lKTNRo,54,F,61458,Michigan,divorced,master,employed,5,True
sdv-id-VRKPxI,42,F,90422,Illinois,single,other,employed,2,False
sdv-id-mhWLnc,50,F,47767,Oregon,married,bachelor,employed,2,True
sdv-id-kaWJNr,30,M,92476,Alabama,single,high_school,unemployed,6,False
sdv-id-OKpkan,59,F,42133,Oklahoma,divorced,bachelor,employed,6,False
sdv-id-stKabA,50,M,59134,Hawaii,divorced,master,self_employed,6,False
sdv-id-ZiwBUa,59,M,34047,Kentucky,widowed,other,self_employed,6,True
sdv-id-ehezvo,42,M,25672,Vermont,single,other,retired,3,True
sdv-id-GrrYPo,42,M,25672,Oklahoma,single,bachelor,retired,5,True
sdv-id-AYceuk,18,F,41229,New Hampshire,single,bachelor,retired,6,False
sdv-id-pssXgQ,18,F,123522,Vermont,divorced,high_school,retired,4,True
sdv-id-UyLuJo,19,F,28097,Hawaii,widowed,phd,self_employed,2,False
sdv-id-tvzKzN,47,M,25672,New Jersey,married,master,unemployed,2,True
sdv-id-IZVZlT,26,M,25672,Michigan,widowed,high_school,retired,5,False
sdv-id-rXSkPU,43,M,45170,West Virginia,single,phd,retired,6,False
sdv-id-aeUJhL,38,F,53991,New Mexico,married,master,self_employed,3,False
sdv-id-cDIyJU,72,M,55150,Connecticut,married,phd,employed,4,True
sdv-id-GylLOc,18,M,25672,Arkansas,married,master,self_employed,5,True
sdv-id-SuMvsv,32,M,56646,Wyoming,married,phd,self_employed,2,False
sdv-id-lsUYOb,63,M,25672,Missouri,divorced,master,retired,2,False
sdv-id-CiKOwf,34,F,45196,South Dakota,single,master,unemployed,3,False
sdv-id-kxOqZq,18,F,151404,Washington,single,bachelor,employed,5,True
sdv-id-egsdwx,59,M,46838,Indiana,divorced,high_school,employed,3,False
sdv-id-wMRwUn,50,M,96538,Connecticut,divorced,other,self_employed,1,False
sdv-id-IFGEIp,19,M,25672,New Hampshire,divorced,bachelor,unemployed,4,False
sdv-id-yYDuYG,18,F,25672,Pennsylvania,divorced,master,retired,2,False
sdv-id-NjwvXj,76,M,40603,Virginia,single,bachelor,employed,4,True
sdv-id-kpSSED,47,M,36175,Kansas,widowed,high_school,self_employed,4,True
sdv-id-Aqgryx,18,F,53082,Indiana,widowed,master,retired,5,False
sdv-id-OXEeqF,80,F,25672,Arizona,single,high_school,employed,6,True
sdv-id-kvKwqa,26,F,25672,Connecticut,married,master,unemployed,5,True
sdv-id-DRUZSb,18,F,35801,Texas,married,master,retired,5,True
sdv-id-ktAPLQ,79,F,25672,South Carolina,divorced,phd,self_employed,1,True
sdv-id-wjMmsg,60,M,123838,Montana,widowed,high_school,self_employed,5,True
sdv-id-iVqBTt,42,M,50158,Ohio,single,other,self_employed,3,False
sdv-id-emJvDf,46,F,25672,Tennessee,married,bachelor,unemployed,6,True
sdv-id-JTYiet,18,M,25672,Maryland,divorced,high_school,self_employed,4,True
sdv-id-zKxPvr,37,F,59668,Montana,single,other,retired,5,True
sdv-id-MIEwsW,24,M,25672,Pennsylvania,widowed,bachelor,employed,5,True
sdv-id-JrbfRP,42,F,68409,New Hampshire,married,other,employed,6,True
sdv-id-UExpPf,49,M,42637,Idaho,widowed,phd,retired,4,False
sdv-id-XYvTMd,30,F,126197,Kentucky,divorced,phd,retired,5,False
sdv-id-ByHvOa,18,F,74522,Texas,widowed,bachelor,self_employed,4,True
sdv-id-IpCamc,18,M,81033,Florida,widowed,other,employed,2,True
sdv-id-sddqzz,62,M,178449,Oklahoma,single,phd,employed,5,True
sdv-id-CrPaJa,35,M,25672,Georgia,divorced,master,employed,6,True
sdv-id-xMorCZ,18,M,31095,South Dakota,widowed,bachelor,unemployed,4,True
sdv-id-rsBbsw,61,M,26306,Colorado,married,bachelor,unemployed,4,False
sdv-id-rZPWeT,18,F,59210,Alabama,widowed,phd,retired,1,False
sdv-id-qWdJPv,74,M,48713,Montana,married,high_school,self_employed,2,False
sdv-id-ZCYnbw,41,M,152868,Wisconsin,divorced,high_school,retired,6,True
sdv-id-zuiwlu,18,F,25672,Mississippi,single,master,employed,4,False
sdv-id-izCWiu,68,M,46493,Florida,single,phd,self_employed,1,True
sdv-id-LVixze,35,M,26164,West Virginia,married,other,retired,5,True
sdv-id-TTMLmX,33,F,124813,New Hampshire,married,master,unemployed,3,True
sdv-id-YXYmNo,51,M,60374,South Dakota,divorced,master,self_employed,5,False
sdv-id-GBsbIe,53,F,25672,Montana,single,high_school,retired,3,False
sdv-id-mFJkJG,53,M,47617,Michigan,divorced,high_school,retired,4,False
sdv-id-HzBBth,38,F,25672,Massachusetts,widowed,bachelor,retired,2,False
sdv-id-vJVhPn,18,M,25672,Tennessee,single,master,employed,5,True
sdv-id-eRIeoz,18,F,81089,Alaska,widowed,high_school,self_employed,2,False
sdv-id-JUaHvR,18,F,25672,North Carolina,single,phd,employed,5,True
sdv-id-NHyCSQ,48,F,27076,Wyoming,married,phd,employed,1,False
sdv-id-EOvFGj,19,F,86287,Connecticut,single,phd,unemployed,2,False
sdv-id-PPxfMX,35,F,72489,Texas,widowed,high_school,employed,6,False
sdv-id-QQMNbz,42,M,42938,Missouri,divorced,bachelor,self_employed,5,False
sdv-id-zmqNmJ,41,F,25672,Kansas,married,high_school,self_employed,1,True
sdv-id-pbVeWI,45,F,127252,Massachusetts,divorced,master,retired,3,True
sdv-id-DJQZjx,44,F,60236,Florida,single,master,unemployed,2,False
sdv-id-zyujCq,61,F,31499,Washington,divorced,other,self_employed,1,False
sdv-id-ATmMqE,24,F,56363,Nevada,single,bachelor,employed,1,False
sdv-id-wnFoyj,18,M,128263,Utah,widowed,other,employed,5,True
sdv-id-EuBOrB,44,F,129090,Minnesota,married,phd,employed,2,True
sdv-id-kmmddk,37,M,46334,New York,single,master,retired,4,False
sdv-id-ALzWGF,38,M,51934,Kentucky,widowed,master,retired,2,False
sdv-id-wncRqN,76,M,25672,Wisconsin,single,phd,retired,2,True
sdv-id-VcShcd,36,F,51764,Illinois,married,other,retired,6,False
sdv-id-qmVqDk,45,F,49369,Kentucky,widowed,bachelor,self_employed,1,False
sdv-id-RlEBMf,18,F,25672,Connecticut,widowed,high_school,employed,2,False
sdv-id-ndBptN,55,M,123865,Arkansas,married,other,self_employed,2,True
sdv-id-iLDNak,18,M,53623,Pennsylvania,divorced,phd,retired,3,False
sdv-id-IUldeJ,18,F,74281,Delaware,married,phd,retired,2,False
sdv-id-OdNaBw,24,M,53785,Nevada,single,master,retired,1,False
sdv-id-OrynBc,40,M,25672,New Jersey,married,other,self_employed,1,False
sdv-id-chQvER,31,F,25672,North Dakota,widowed,master,retired,2,False
sdv-id-PEnVDE,33,M,25672,Wisconsin,single,other,employed,6,False
sdv-id-xNJkZy,18,F,42790,Delaware,single,bachelor,self_employed,4,True
sdv-id-HCBOEt,60,M,141777,Louisiana,widowed,high_school,employed,6,False
sdv-id-rDZfDQ,18,F,45605,Ohio,single,phd,employed,2,False
